B B
C1CCNCCNCCNCC1 C1CCNCC[NH:1]CCNCC1
C1CCNCCNCCNCC1 C1CNCCNCCNC[CH2:1]C1
C1CCNCCNCCNCCCNC1 C1CCNCCNC[CH2:1]NCCCNC1
C1CCNCCNCCNCCCNC1 C1CCNC[CH2:1]NCCNCCCNC1
C1CCNCCNCCNCCCNC1 C1CNCCC[CH2:1]NCCNCCNC1
C1CCNCCNCCNCCCOCC1 C1CCNCCNCCNCC[CH2:1]OCC1
C1CCNCCNCCNCCCOCC1 C1CCNCCNC[CH2:1]NCCCOCC1
C1CCNCCNCCNCCCOCC1 C1CCNC[CH2:1]NCCNCCCOCC1
C1CCNCCNCCNCCCOCC1 C1CCNC[CH2:1][NH:1][CH2:1][CH2:1][NH:1][CH2:1][CH2:1][CH2:1]OCC1
C1CCNCCNCCNCCCOCCNCC1 C1CCNCCNCCN[CH2:1]CCOCCNCC1
C1CCNCCNCCNCCNC1 C1CCNCCN[CH2:1]CNCCNC1
C1CCNCCNCCNCCNC1 C1CCNC[CH2:1]NCCNCCNC1
C1CCNCCNCCNCCNC1 C1CCN[CH2:1]CNCCNCCNC1
C1CCNCCNCCNCCNC1 C1CNCCNCCNCCN[CH2:1]C1
C1CCNCCNCCNCCNC1 C1CNCCNC[CH2:1]CCNCCN1
C1CCNCCNCCNCCNC1 C1CNCCN[CH2:1][CH2:1][CH2:1]CNCCN1
C1CCNCCNCCNCCNC1 C1CNC[CH2:1][CH2:1][CH2:1][NH:1][CH2:1][CH2:1]NCCN1
C1CCNCCNCCNCCNCC1 C1CCNCCNCCNC[CH2:1]NCC1
C1CCNCCNCCNCCNCC1 C1CCNCCNC[CH2:1]NCCNCC1
C1CCNCCNCCNCCNCC1 C1CC[CH2:1]NCCNCCNCCNC1
C1CCNCCNCCNCCNCC1 C1CNCCNCCNCCNC[CH2:1]C1
C1CCNCCNCCNCCNCCCCNC1 C1CCNCCNCCNC[CH2:1]NCCCCNC1
C1CCNCCNCCNCCNCCCCNC1 C1CCNCCNC[CH2:1]NCCNCCCCNC1
C1CCNCCNCCNCCNCCCCNCNCC1 C1CCNCCNCCNCCNCCCCN[CH2:1]NCC1
C1CCNCCNCCNCCNCCCCNCNCC1 C1CCNCCNCCN[CH2:1]CNCCCCNCNCC1
C1CCNCCNCCNCCNCCCNC1 C1CCNCCNC[CH2:1]NCCNCCCNC1
C1CCNCCNCCNCCNCCCNC1 C1CCNCCN[CH2:1]CNCCNCCCNC1
C1CCNCCNCCNCCNCCCNCCNCCCNC1 C1CCNCCNCCN[CH2:1]CNCCCNCCNCCCNC1
C1CCNCCNCCNCCNCCCNCCNCCNC1 C1CCNCCNCCN[CH2:1]CNCCCNCCNCCNC1
C1CCNCCNCCNCCNCCCOCC1 C1CCNCCNCCNC[CH2:1]NCCCOCC1
C1CCNCCNCCNCCNCCCOCC1 C1CCOCCCNCCNCCNCC[NH:1]CC1
C1CCNCCNCCNCCNCCNC1 C1CCNCCNC[CH2:1]NCCNCCNC1
C1CCNCCNCCNCCNCCNC1 C1CCNC[CH2:1]NCCNCCNCCNC1
C1CCNCCNCCNCCNCCNC1 C1CCN[CH2:1]CNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNC1 C1CNCCNCC[CH2:1]CNCCNCCN1
C1CCNCCNCCNCCNCCNCC1 C1CCNCCNCCN[CH2:1]CNCCNCC1
C1CCNCCNCCNCCNCCNCC1 C1CNCCNCCNCCNCCNC[CH2:1]C1
C1CCNCCNCCNCCNCCNCCNC1 C1CCNCCN[CH2:1]CNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNCCNC1 C1CCNC[CH2:1]NCCNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNCCNC1 C1CCN[CH2:1]CNCCNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCCNC[CH2:1]NCC1
C1CCNCCNCCNCCNCCNCCNCC1 C1CCNCCNCCNCCN[CH2:1]CNCCNCC1
C1CCNCCNCCNCCNCCNCCNCCNC1 C1CCNCCNCCN[CH2:1]CNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNCCNCCNC1 C1CCNCC[NH:1]CCNCCNCCNCCNCCNC1
C1CCNCCNCCNCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCCNCC[NH:1]CCNCC1
C1CCNCCNCCNCCNCCNCCNCCNCC1 C1CCNCCNCCNCCNCCNC[CH2:1]NCCNCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCCNCCNC[CH2:1]OCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCCNCCN[CH2:1]COCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCCNCC[NH:1]CCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCCNC[CH2:1]NCCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCCN[CH2:1]CNCCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNCC[NH:1]CCNCCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNCCNC[CH2:1]NCCNCCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CCNC[CH2:1]NCCNCCNCCOCC1
C1CCNCCNCCNCCNCCOCC1 C1CNCCNCC[CH2:1]CCOCCNCCN1
C1CCNCCNCCNCCNCCOCC1 C1COCCNCCNCCNCCNC[CH2:1]C1
C1CCNCCNCCNCCOCC1 C1CNCCOCC[CH2:1]CCNCCN1
C1CCNCCNCCNCNCC1 C1CCNCCN[CH2:1]CNCNCC1
C1CCNCCNCCNNCCNCCOCC1 C1CCNC[CH2:1]NCCNNCCNCCOCC1
C1CCNCCNCCOCC1 C1CCN[CH2:1]CNCCOCC1
C1CCNCCNCCOCC1 C1CC[CH2:1]OCCNCCNC1
C1CCNCCNCCOCCCNC1 C1CCNCC[CH2:1]OCCNCCNC1
C1CCNCCNCCOCCNCCOCC1 C1CCNC[CH2:1]NCCOCCNCCOCC1
C1CCNCCNCCOCCOCCNCC1 C1CC[CH2:1]NCCOCCOCCNCCNC1
C1CCNCCNCNCCCNC1 C1CCNC[CH2:1]CNCNCCNC1
C1CCNCCNCNCCNCC1 C1CCNCCNCNC[CH2:1]NCC1
C1CCNCCNNCC1 C1CCNCC[NH:1]NCC1
C1CCNCCOCCCCNCCNC1 C1CCNCCOCCC[CH2:1]NCCNC1
C1CCNCCOCCCCNCCNC1 C1CCNC[CH2:1]NCCCCOCCNC1
C1CCNCCOCCCNC1 C1CCNCC[CH2:1]OCCNC1
C1CCNCCOCCCNC1 C1CCNC[CH2:1]COCCNC1
C1CCNCCOCCCNC1 C1CCNC[CH2:1][CH2:1]OCCNC1
C1CCNCCOCCCNC1 C1CC[NH:1]CCCOCCNC1
C1CCNCCOCCCNC1 C1CC[NH:1]CCOCCCNC1
C1CCNCCOCCCNC1 C1CC[NH:1][CH2:1][CH2:1][CH2:1]OCCNC1
C1CCNCCOCCCNC1 C1CNC[CH2:1]CCNCCOC1
C1CCNCCOCCNCCNCCOCC1 C1CCNC[CH2:1]OCCNCCNCCOCC1
C1CCNCCOCNCC1 C1CCNCOC[CH2:1]NCC1
C1CCNCCOCOCCCOCCOCC1 C1CCNCCOCOCCCOC[CH2:1]OCC1
C1CCNCCOCOCCCOCCOCC1 C1CCNCCOCOCCCO[CH2:1]COCC1
C1CCNCCOCOCCCOCCOCC1 C1CCNCCOCOCCCO[CH2:1][CH2:1]OCC1
C1CCNCCSCCCCNC1 C1CCNC[CH2:1]CCSCCNC1
C1CCNCCSCCCCOCC1 C1CCNCCSCC[CH2:1]COCC1
C1CCNCCSCCCCOCC1 C1CCNCCSC[CH2:1]CCOCC1
C1CCNCCSCCCCOCC1 C1CCNCCSC[CH2:1][CH2:1]COCC1
C1CCNCCSCCCCOCC1 C1CCN[CH2:1]CSCCCCOCC1
C1CCNCCSSCCCNC1 C1CCNC[CH2:1]CSSCCNC1
C1CCNCCSSCCCNC1 C1CNCC[CH2:1]CNCCSSC1
C1CCNCCSSCCNCCNC1 C1CCN[CH2:1]CNCCSSCCNC1
C1CCNCNC1 C1CCN[CH2:1]NC1
C1CCNCNC1 C1CC[NH:1]CNC1
C1CCNCNC1 C1CC[NH:1][CH2:1]NC1
C1CCNCNC1 C1CC[NH:1][CH2:1][NH:1]C1
C1CCNCNC1 C1CNCN[CH2:1]C1
C1CCNCNC1 C1C[CH2:1]CNCN1
C1CCNCNC1 C1C[CH2:1][CH2:1]NCN1
C1CCNCNC1 C1NC[CH2:1][CH2:1]CN1
C1CCNCNCC1 C1CCNC[NH:1]CC1
C1CCNCNCC1 C1CCN[CH2:1]NCC1
C1CCNCNCC1 C1CNCNC[CH2:1]C1
C1CCNCNCNCCCOCC1 C1CCOCCCNCNC[NH:1]CC1
C1CCNCOCC1 C1CCN[CH2:1]OCC1
C1CCNCOCC1 C1CNCOC[CH2:1]C1
C1CCNCOCC1 C1COCNC[CH2:1]C1
C1CCNCOCC1 C1C[CH2:1]CCOCN1
C1CCNCSCC1 C1CNCSC[CH2:1]C1
C1CCNNC1 C1CC[NH:1]NC1
C1CCNNC1 C1CC[NH:1][NH:1]C1
C1CCNNC1 C1CNN[CH2:1]C1
C1CCNNC1 C1CN[NH:1][CH2:1]C1
C1CCNNC1 C1C[CH2:1]CNN1
C1CCNNC1 C1C[CH2:1][CH2:1]NN1
C1CCNNC1 C1C[CH2:1][NH:1][NH:1]C1
C1CCNNC1 C1NNC[CH2:1][CH2:1]1
C1CCNNCC1 C1CCN[NH:1]CC1
C1CCNNCC1 C1CC[CH2:1]NNC1
C1CCNNCC1 C1CC[NH:1][NH:1]CC1
C1CCNNCC1 C1CNNC[CH2:1]C1
C1CCNNCC1 C1CNN[CH2:1][CH2:1]C1
C1CCNNCC1 C1C[CH2:1]CCNN1
C1CCNNCNC1 C1CNNCN[CH2:1]C1
C1CCNOCC1 C1CCO[NH:1]CC1
C1CCNOCC1 C1CC[CH2:1]ONC1
C1CCNOCC1 C1CC[NH:1][O:1][CH2:1]C1
C1CCNPN=PNC1 C1CCN[P:1]=NPNC1
C1CCNPNC1 C1CCN[PH:1]NC1
C1CCNSCC1 C1CCN[S:1]CC1
C1CCNSCC1 C1CCS[NH:1]CC1
C1CCNSCC1 C1CC[CH2:1]NSC1
C1CCNSCC1 C1CC[CH2:1]SNC1
C1CCNSCC1 C1CNSC[CH2:1]C1
C1CCNSCC1 C1CNS[CH2:1][CH2:1]C1
C1CCNSCC1 C1CSNC[CH2:1]C1
C1CCNSCC1 C1C[CH2:1]CCSN1
C1CCNSCC1 C1C[CH2:1][CH2:1]CNS1
C1CCNSCCOCC1 C1CCNSC[CH2:1]OCC1
C1CCNSCCOCC1 C1CCNS[CH2:1]COCC1
C1CCNSCCOCC1 C1CCNS[CH2:1][CH2:1]OCC1
C1CCNSNC1 C1CCN[S:1]NC1
C1CCNSNC1 C1CC[NH:1]SNC1
C1CCNSOCC1 C1COSNC[CH2:1]C1
C1CCN[SH]=NC1 C1CCN[SH:1]=NC1
C1CCN[SH]=NC1 C1CC[NH:1][SH:1]=NC1
C1CCN[SH]=NC1 C1CC[NH:1][SH]=NC1
C1CCOC1 C1CO[CH2:1]C1
C1CCOC1 C1C[CH2:1]CO1
C1CCOC1 C1C[CH2:1][CH2:1]O1
C1CCOC1 C1C[CH2:1][O:1][CH2:1]1
C1CCOC1 C1OC[CH2:1][CH2:1]1
C1CCOC1 C1O[CH2:1][CH2:1][CH2:1]1
C1CCOCC1 C1CC[CH2:1]OC1
C1CCOCC1 C1COC[CH2:1]C1
C1CCOCC1 C1CO[CH2:1][CH2:1]C1
C1CCOCC1 C1C[CH2:1]CCO1
C1CCOCC1 C1C[CH2:1][CH2:1]CO1
C1CCOCC1 C1C[CH2:1][CH2:1][CH2:1]O1
C1CCOCC1 C1C[CH2:1][O:1][CH2:1]C1
C1CCOCC1 C1OC[CH2:1][CH2:1][CH2:1]1
C1CCOCC1 O1[CH2:1][CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCOCCCCCOCC1 C1CCOCCCC[CH2:1]OCC1
C1CCOCCCCNC1 C1CCOC[CH2:1]CCNC1
C1CCOCCCCNC1 C1CCO[CH2:1]CCCNC1
C1CCOCCCCNC1 C1CCO[CH2:1][CH2:1]CCNC1
C1CCOCCCCOC1 C1CCOC[CH2:1]CCOC1
C1CCOCCCCOC1 C1CCO[CH2:1]CCCOC1
C1CCOCCCCOC1 C1CCO[CH2:1][CH2:1]CCOC1
C1CCOCCCCOC1 C1CCO[CH2:1][CH2:1][CH2:1]COC1
C1CCOCCCCOC1 C1CCO[CH2:1][CH2:1][CH2:1][CH2:1]OC1
C1CCOCCCCOCC1 C1CCOCC[CH2:1]CCOC1
C1CCOCCCCOCC1 C1CCOC[CH2:1]CCCOC1
C1CCOCCCCOCCCNC1 C1CCOCCCCOCC[CH2:1]NC1
C1CCOCCCCOCCCNC1 C1CCOCC[CH2:1]CNCCCOC1
C1CCOCCCCOCCCNC1 C1CCOCC[CH2:1][NH:1][CH2:1][CH2:1]CCOC1
C1CCOCCCCOCCNC1 C1CCOC[CH2:1]CCNCCOC1
C1CCOCCCCOCCOCCCOCCCCOC1 C1CCOCCCOCCOCCC[CH2:1]OCCCCOC1
C1CCOCCCCOCCOCCCOCCCCOC1 C1CCOCCC[CH2:1]OCCCCOCCOCCCOC1
C1CCOCCCCOCCOCCCOCCCCOC1 C1CCOCCC[CH2:1][O:1][CH2:1]CCCOCCOCCCOC1
C1CCOCCCNC1 C1CCOC[CH2:1]CNC1
C1CCOCCCNC1 C1CCO[CH2:1]CCNC1
C1CCOCCCNC1 C1CNCCC[CH2:1]OC1
C1CCOCCCNC1 C1CNCC[CH2:1]COC1
C1CCOCCCNC1 C1CNCC[CH2:1][CH2:1]OC1
C1CCOCCCNCCCNC1 C1CCOCCCNC[CH2:1]CNC1
C1CCOCCCNCCCOC1 C1CCOCCC[NH:1]CCCOC1
C1CCOCCCNCCCOC1 C1CNCCCO[CH2:1]CCCOC1
C1CCOCCCNCCCOCC1 C1CCOCCCNCC[CH2:1]OCC1
C1CCOCCCNCCCOCC1 C1CCOCCCNC[CH2:1]COCC1
C1CCOCCCNCCCOCC1 C1CCOCCCNC[CH2:1][CH2:1]OCC1
C1CCOCCCNCCCOCC1 C1CCOCCC[NH:1]CCCOCC1
C1CCOCCCNCCCOCC1 C1CC[CH2:1]OCCCNCCCOC1
C1CCOCCCNCCNCCNC1 C1CCOCCCNCCN[CH2:1]CNC1
C1CCOCCCNCCNCCNC1 C1CCOCCCN[CH2:1]CNCCNC1
C1CCOCCCNCCNCCNC1 C1CCO[CH2:1]CCNCCNCCNC1
C1CCOCCCNCCNCCNC1 C1CCO[CH2:1][CH2:1][CH2:1][NH:1][CH2:1][CH2:1][NH:1][CH2:1]CNC1
C1CCOCCCNCCNCCNC1 C1CNCCNCCN[CH2:1]CCCOC1
C1CCOCCCNCNCNC1 C1CC[NH:1]CNCNCCCOC1
C1CCOCCCOC1 C1CCOC[CH2:1]COC1
C1CCOCCCOC1 C1CCO[CH2:1]CCOC1
C1CCOCCCOC1 C1COCCC[CH2:1]OC1
C1CCOCCCOC1 C1COCC[CH2:1]COC1
C1CCOCCCOCC1 C1CCOCC[CH2:1]OCC1
C1CCOCCCOCC1 C1CCOC[CH2:1]COCC1
C1CCOCCCOCCCCNC1 C1CCOCCCO[CH2:1]CCCNC1
C1CCOCCCOCCCOC1 C1CCO[CH2:1]CCOCCCOC1
C1CCOCCCOCCCOC1 C1COCCCO[CH2:1]CCCOC1
C1CCOCCCOCCCOC1 C1COCCC[CH2:1][O:1][CH2:1]CCOC1
C1CCOCCCOCCCOCC1 C1CCOCCCOCC[CH2:1]OCC1
C1CCOCCCOCCCOCC1 C1CCOCCCO[CH2:1]CCOCC1
C1CCOCCCOCCCOCC1 C1CC[CH2:1]OCCCOCCCOC1
C1CCOCCCOCCCOCC1 C1CC[CH2:1][O:1][CH2:1]CCOCCCOC1
C1CCOCCCOCCCOCC1 C1COCCCOCC[CH2:1]CCOC1
C1CCOCCCOCCNC1 C1CCOC[CH2:1]COCCNC1
C1CCOCCCOCCNC1 C1CCO[CH2:1]CCOCCNC1
C1CCOCCCOCCNC1 C1COCCNC[CH2:1]CCOC1
C1CCOCCCOCCOCC1 C1CCOCCCO[CH2:1]COCC1
C1CCOCCCOCCOCC1 C1CCOCCO[CH2:1]CCOCC1
C1CCOCCCOCCOCC1 C1CCOCC[CH2:1][O:1][CH2:1]COCC1
C1CCOCCNC1 C1CCOC[CH2:1]NC1
C1CCOCCNC1 C1CCO[CH2:1]CNC1
C1CCOCCNC1 C1CCO[CH2:1][CH2:1]NC1
C1CCOCCNC1 C1CC[NH:1]CCOC1
C1CCOCCNC1 C1CNCCO[CH2:1]C1
C1CCOCCNC1 C1COCCN[CH2:1]C1
C1CCOCCNC1 C1COCC[CH2:1]CN1
C1CCOCCNC1 C1COCC[CH2:1][CH2:1]N1
C1CCOCCNC1 C1COC[CH2:1]CCN1
C1CCOCCNC1 C1CO[CH2:1][CH2:1]CCN1
C1CCOCCNCCNCCCOC1 C1CCOC[CH2:1]NCCNCCCOC1
C1CCOCCNCCNCCNCCCOC1 C1CCOC[CH2:1]CNCCNCCNCCOC1
C1CCOCCNCCNCCNCCNC1 C1CCOCCNCCNCCN[CH2:1]CNC1
C1CCOCCNCCNCCNCCNCCCOC1 C1CCOC[CH2:1]CNCCNCCNCCNCCOC1
C1CCOCCNCCNCCNCCNCCCOC1 C1CNCCNCCNCCNCCOC[CH2:1]CCOC1
C1CCOCCNCCNCCOC1 C1CCOCCN[CH2:1]CNCCOC1
C1CCOCCNCCOC1 C1CCOC[CH2:1]NCCOC1
C1CCOCCNCCOC1 C1CCOC[CH2:1][NH:1][CH2:1]COC1
C1CCOCCOC1 C1CCO[CH2:1]COC1
C1CCOCCOC1 C1CCO[CH2:1][CH2:1]OC1
C1CCOCCOC1 C1COCCO[CH2:1]C1
C1CCOCCOC1 C1COC[CH2:1]CCO1
C1CCOCCOC1 C1COC[CH2:1][CH2:1]CO1
C1CCOCCOC1 C1COC[CH2:1][O:1][CH2:1]C1
C1CCOCCOC1 O1[CH2:1][CH2:1][CH2:1][CH2:1][O:1][CH2:1][CH2:1]1
C1CCOCCOCC1 C1CC[CH2:1]OCCOC1
C1CCOCCOCCCNC1 C1CCOCCOC[CH2:1]CNC1
C1CCOCCOCCCNC1 C1CCO[CH2:1]COCCCNC1
C1CCOCCOCCCOC1 C1CCOCC[CH2:1]OCCOC1
C1CCOCCOCCCOC1 C1CCOC[CH2:1]OCCCOC1
C1CCOCCOCCCOC1 C1CCOC[CH2:1][O:1][CH2:1]CCOC1
C1CCOCCOCCCOCCOC1 C1CCOC[CH2:1]OCCCOCCOC1
C1CCOCCOCCCOCCOC1 C1CCO[CH2:1]COCCCOCCOC1
C1CCOCCOCCCOCCOCCNC1 C1CCOCCOCCCOCCO[CH2:1]CNC1
C1CCOCCOCCOCOCC1 C1CC[CH2:1]OCOCCOCCOC1
C1CCOCCOCCOCOCC1 C1COCC[CH2:1]CCOCOCCO1
C1CCOCCOCCOCOCC1 C1COCC[CH2:1][CH2:1][CH2:1]OCOCCO1
C1CCOCCSNC1 C1CCOC[CH2:1]SNC1
C1CCOCCSNC1 C1CCO[CH2:1]CSNC1
C1CCOCCSNC1 C1CCO[CH2:1][CH2:1]SNC1
C1CCOCC[NH2+]C1 C1CC[NH2+:1]CCOC1
C1CCOCNC1 C1CCO[CH2:1]NC1
C1CCOCNC1 C1CC[NH:1]COC1
C1CCOCNC1 C1CC[NH:1][CH2:1]OC1
C1CCOCNC1 C1CNCO[CH2:1]C1
C1CCOCNC1 C1C[CH2:1]CNCO1
C1CCOCNC1 C1C[CH2:1]COCN1
C1CCOCNC1 C1C[CH2:1][CH2:1]OCN1
C1CCOCNCCNCCCNC1 C1CCOCNCCN[CH2:1]CCNC1
C1CCOCNCCNCCNCCNCCCOC1 C1CCOCNCCNCCNC[CH2:1]NCCCOC1
C1CCOCOC1 C1CCO[CH2:1]OC1
C1CCOCOC1 C1COCO[CH2:1]C1
C1CCOCOC1 C1CO[CH2:1][O:1][CH2:1]C1
C1CCOCOC1 C1C[CH2:1]COCO1
C1CCOCOC1 C1C[CH2:1][CH2:1]OCO1
C1CCOCOC1 C1OC[CH2:1][CH2:1]CO1
C1CCOCOC1 C1O[CH2:1][CH2:1][CH2:1][CH2:1]O1
C1CCOCOCC1 C1CCO[CH2:1]OCC1
C1CCOCOCC1 C1CC[CH2:1]OCOC1
C1CCOCOCC1 C1COCOC[CH2:1]C1
C1CCOCOCC1 C1C[CH2:1]CCOCO1
C1CCONC1 C1CC[NH:1]OC1
C1CCONC1 C1CNO[CH2:1]C1
C1CCONC1 C1CON[CH2:1]C1
C1CCONC1 C1CO[NH:1][CH2:1]C1
C1CCONC1 C1C[CH2:1]CNO1
C1CCONC1 C1C[CH2:1]CON1
C1CCONC1 C1C[CH2:1][CH2:1]NO1
C1CCONC1 C1C[CH2:1][CH2:1]ON1
C1CCONC1 C1C[CH2:1][O:1][NH:1]C1
C1CCONCCNOCC1 C1CCONCC[NH:1]OCC1
C1CCOOC1 C1COO[CH2:1]C1
C1CCOOC1 C1C[CH2:1]COO1
C1CCOOC1 C1C[CH2:1][CH2:1]OO1
C1CCOOC1 C1OOC[CH2:1][CH2:1]1
C1CCOOC1 C1OO[CH2:1][CH2:1][CH2:1]1
C1CCOOCC1 C1CC[CH2:1]OOC1
C1CCOOCC1 C1COOC[CH2:1]C1
C1CCOOCC1 C1COO[CH2:1][CH2:1]C1
C1CCOOCC1 C1C[CH2:1]CCOO1
C1CCOOCC1 C1C[CH2:1][CH2:1][CH2:1]OO1
C1CCOOCNC1 C1COOCN[CH2:1]C1
C1CCOPN=POC1 C1C[CH2:1]COPN=PO1
C1CCOPOC1 C1CCO[PH:1]OC1
C1CCOPOC1 C1C[CH2:1]COPO1
C1CCOPOC1 C1OPOC[CH2:1][CH2:1]1
C1CCOPOCC1 C1CCO[PH:1]OCC1
C1CCOSCSOCC1 C1CCOSC[S:1]OCC1
C1CCOSNC1 C1COSN[CH2:1]C1
C1CCOSNC1 C1C[CH2:1]COSN1
C1CCOSOC1 C1CCO[S:1]OC1
C1CCOSOC1 C1C[CH2:1]COSO1
C1CCOSOC1 C1OSOC[CH2:1][CH2:1]1
C1CCPC1 C1CC[PH:1]C1
C1CCPC1 C1C[CH2:1]CP1
C1CCPCC1 C1CC[CH2:1]PC1
C1CCPCC1 C1CC[PH:1]CC1
C1CCPCC1 C1C[CH2:1]CCP1
C1CCPNC1 C1CC[PH:1]NC1
C1CCPOC1 C1CC[PH:1]OC1
C1CCPOC1 C1COP[CH2:1]C1
C1CCPOC1 C1CPO[CH2:1]C1
C1CCPOC1 C1C[CH2:1]COP1
C1CCSC1 C1CC[S:1]C1
C1CCSC1 C1CS[CH2:1]C1
C1CCSC1 C1C[CH2:1]CS1
C1CCSC1 C1C[CH2:1][CH2:1]S1
C1CCSC1 C1C[CH2:1][S:1][CH2:1]1
C1CCSC1 C1SC[CH2:1][CH2:1]1
C1CCSC1 C1S[CH2:1][CH2:1][CH2:1]1
C1CCSCC1 C1CC[CH2:1]SC1
C1CCSCC1 C1CC[S:1]CC1
C1CCSCC1 C1CSC[CH2:1]C1
C1CCSCC1 C1CS[CH2:1][CH2:1]C1
C1CCSCC1 C1C[CH2:1]CCS1
C1CCSCC1 C1C[CH2:1][CH2:1]CS1
C1CCSCC1 C1C[CH2:1][CH2:1][CH2:1]S1
C1CCSCC1 C1C[CH2:1][S:1][CH2:1]C1
C1CCSCCCCSCCCCSCCCCSC1 C1CCSCCCCSC[CH2:1]CCSCCCCSC1
C1CCSCCCNCCCOC1 C1CCSC[CH2:1]CNCCCOC1
C1CCSCCCNCCNCCSCC1 C1CCSCCCNCCN[CH2:1]CSCC1
C1CCSCCNC1 C1CCSC[CH2:1]NC1
C1CCSCCNC1 C1CCS[CH2:1]CNC1
C1CCSCCNC1 C1CCS[CH2:1][CH2:1]NC1
C1CCSCCNC1 C1CC[NH:1]CCSC1
C1CCSCCNCCCOC1 C1CCSC[CH2:1]NCCCOC1
C1CCSCCNCCCOC1 C1CNCCSCC[CH2:1]COC1
C1CCSCCNCCCOC1 C1CNCCSC[CH2:1]CCOC1
C1CCSCCNCCCOC1 C1CNCCSC[CH2:1][CH2:1]COC1
C1CCSCCNCCNCCCSC1 C1CCSC[CH2:1]NCCNCCCSC1
C1CCSCCNCCNCCNCCNCCNC1 C1CCSCCNCCNCCNC[CH2:1]NCCNC1
C1CCSCCNCCNCCOC1 C1CCSC[CH2:1]NCCNCCOC1
C1CCSCCNCCNCCOC1 C1CNCCSCC[CH2:1]COCCN1
C1CCSCCNCCNCCOC1 C1CNCCSC[CH2:1]CCOCCN1
C1CCSCCNCCNCCOC1 C1CNCCSC[CH2:1][CH2:1]COCCN1
C1CCSCCNCCOC1 C1CCSC[CH2:1]NCCOC1
C1CCSCCNCCOC1 C1COCC[CH2:1]CSCCN1
C1CCSCCNCCOC1 C1COC[CH2:1]CCSCCN1
C1CCSCCNCCOC1 C1COC[CH2:1][CH2:1]CSCCN1
C1CCSCCNCCOCCOC1 C1CCSC[CH2:1]NCCOCCOC1
C1CCSCNC1 C1CCS[CH2:1]NC1
C1CCSCNC1 C1CC[NH:1]CSC1
C1CCSCNC1 C1CC[NH:1][CH2:1]SC1
C1CCSCNC1 C1CSCN[CH2:1]C1
C1CCSCNC1 C1C[CH2:1]CNCS1
C1CCSCOC1 C1CC[S:1]COC1
C1CCSCSC1 C1CCS[CH2:1]SC1
C1CCSNC1 C1CC[NH:1]SC1
C1CCSNC1 C1CC[S:1]NC1
C1CCSNC1 C1CNS[CH2:1]C1
C1CCSNC1 C1CSN[CH2:1]C1
C1CCSNC1 C1CS[NH:1][CH2:1]C1
C1CCSNC1 C1C[CH2:1]CNS1
C1CCSNC1 C1C[CH2:1]CSN1
C1CCSNC1 C1C[CH2:1][CH2:1]NS1
C1CCSNC1 C1C[CH2:1][CH2:1]SN1
C1CCSOC1 C1CC[S:1]OC1
C1CCSOC1 C1CSO[CH2:1]C1
C1CCSOC1 C1C[CH2:1]COS1
C1CCSOC1 C1C[CH2:1]CSO1
C1CCSOC1 C1C[CH2:1][CH2:1]OS1
C1CCSOC1 C1OSC[CH2:1][CH2:1]1
C1CCSSC1 C1CC[S:1]SC1
C1CCSSC1 C1CSS[CH2:1]C1
C1CCSSC1 C1C[CH2:1]CSS1
C1CCSSCC1 C1CC[CH2:1]SSC1
C1CCSSCCCNCCCNC1 C1CNCCCSSCC[CH2:1]CNC1
C1CCSSCCCNCCNC1 C1CCSSCC[CH2:1]NCCNC1
C1CCSSCCCNCCNC1 C1CNCCNC[CH2:1]CCSSC1
C1CCSSCCNCCCNC1 C1CNCCSSCC[CH2:1]CNC1
C1CCSSCNCCSSC1 C1CCSS[CH2:1]CNCSSC1
C1CCSSCNCCSSC1 C1CCSS[CH2:1]NCCSSC1
C1CCSSSC1 C1CC[S:1]SSC1
C1CC[I+]C1 C1C[CH2:1]C[I+]1
C1CC[I+]C1 C1C[CH2:1][CH2:1][I+]1
C1CC[I+]C1 C1C[I+][CH2:1]C1
C1CC[IH]C1 C1C[CH2:1]C[IH]1
C1CC[IH]C1 C1C[CH2:1][CH2:1][IH]1
C1CC[IH]C1 C1C[IH][CH2:1]C1
C1CC[N-]C1 C1C[CH2:1]C[N-]1
C1CC[N-]C1 C1C[CH2:1][CH2:1][N-]1
C1CC[N-]C1 C1C[N-][CH2:1]C1
C1CC[NH+]=NC1 C1CC[NH+:1]=NC1
C1CC[NH2+]C1 C1CC[NH2+:1]C1
